candidate_id,sampling_stratum,fortune_rank,company_name,assigned_coder,text,presence_code,humor_label
C00333,high_engagement_posts,43,Tesla,coder3,Tesla Lithium Refinery,0,0
C01226,random_fortune_sample,89,Enterprise Products Partners,coder3,"Think you would excel as our next Inland Wheelman – Starting Pay: $600/day – \*Offering $5,000 sign on bonus\*? Consider Enterprise Products as YOUR pipeline for career success! Apply today. https://t.co/pEkXMuwRDe #MarineServices",0,0
C00317,full_chain_aggressive,38,Wells Fargo,coder3,"RT @NHLFlyers: Congrats to My Fair Trade Lady, an independently owned shop in Haddon Heights, on being named a recipient of the Flyers Home…",1,1
C01224,firm_balanced_sample,43,Tesla,coder3,"One of Elon's most vocal critics just bought a Cybertruck.

Brian Krassenstein, who has spent years publicly clashing with @elonmusk, announced the purchase yesterday. 

His reason had nothing to do with politics. 

He has a young family and the Cybertruck is the only pickup truck in America to hold both an IIHS Top Safety Pick+ award and a perfect 5-star NHTSA rating simultaneously.

When your fiercest critics are buying your product because the data leaves them no choice, that's a different kind of win.",1,1
C00725,type_uncertain,78,Prudential Financial,coder3,With a lack of diversity comes a lack of progress. We're proud to host so many incredible people from different backgrounds with @Prudential. Tune in to the panel live: https://t.co/qRqclQR4bi  #NewCapitalism,0,0
C00211,wendys_transfer_aggressive,89,Enterprise Products Partners,coder3,"If you’re ready to start a new career in Houma, LA, the Enterprise Products team awaits you. Click here to learn more about this fantastic opportunity. https://t.co/6PUrXiaKzH #MarineServices",0,0
C01235,random_fortune_sample,35,AT&T,coder3,A custom #ATTAnnihilatorCup gaming PC 🖥️ is on the line + this week's drop: Victrix PRO FS Arcade Fight Stick 🕹️ - enter now https://t.co/FlEZJz7e1q https://t.co/VCFTUWIJpD,0,0
C00431,random_fortune_sample,84,HP,coder3,"By 2030, HP aims to reach 75% circularity for products and packaging. But what does #circularity mean?

Let’s take a look at the role you play in the circular process ⬇️♻️

https://t.co/pnmH62Zr2A https://t.co/bW8JIgWpi7",0,0
C00733,classifier_disagreement,14,Cigna Group,coder3,Learn positive parenting strategies to foster independence and success in children with autism in our upcoming #CignaBehavioralAwareness seminar. Sign up: https://t.co/9XH8GtQL9b https://t.co/oDnXZhJWvH,0,0
C01264,wendys_transfer_aggressive,12,JPMorgan Chase,coder3,"Our new initiative focuses on four key areas:

🏭 Advanced manufacturing &amp; supply chain
🛡️ Defense &amp; aerospace
⚡ Energy independence &amp; resilience
💡 Frontier &amp; strategic technologies",0,0
C00747,humor_presence_uncertain,72,Publix Super Markets,coder3,What are you dunking this March? 😉🏀 https://t.co/2ly9YkusQM,1,1
C00632,classifier_disagreement,92,Uber Technologies,coder3,"Uber teen accounts is teaming up with 'Inside Out 2!'  Add your teen to your Uber account and they can request a ride to see 'Inside Out 2' in theaters June 14. Bring a little JOY to your teen's ride. 

See Link in Bio for more info on Uber teen accounts. https://t.co/oW3gHO05xJ",1,1
C00086,random_fortune_sample,29,Phillips 66,coder3,"""Hundreds of students from Boothville-Venice Elementary School and Belle Chasse Elementary School sent holiday letters of thanks to @Phillips66Co Alliance Refinery for supporting the #STMath Program in their schools in December."" https://t.co/ZR8B4PvoUr #CSR #SocialImpact https://t.co/HxUa21CDb8",0,0
C00262,random_fortune_sample,92,Uber Technologies,coder3,Nice!! @DMRussini  🙌,1,1
C00881,type_uncertain,35,AT&T,coder3,"Back to school then:
🔲 Pencils
🔲 Paper
🔲 Binders

Back to school now:
🔲 Tablet
🔲 Chargers
🔲 Stylus

Shop all our best back to school deals for your most connected year: https://t.co/3QMBwHSbqF",0,0
C00304,classifier_disagreement,36,Goldman Sachs Group,coder3,"Credit markets have held up well despite economic concerns – but investor demand has started to shift. Jonny Fine, global head of investment grade credit at Goldman Sachs, separates the signal from the noise. https://t.co/PwyyIFswUL",0,0
C01151,humor_presence_uncertain,90,Ingram Micro Holding,coder3,Our @IngramMicro_PH Tibok 2.0: Concert for a Cause was more than just a night of music—it was a reminder of what we can achieve together. Funds raised support Cribs Foundation and their work with neglected and abused children. Thank you! #ingrammicro #ingrammicroph https://t.co/3DnAXQMTSM,1,1
C00074,classifier_disagreement,72,Publix Super Markets,coder3,Our pharmacies will be closed on July 4. Our stores will be open regular hours. 🇺🇸,0,0
C00306,random_fortune_sample,91,General Dynamics,coder3,"Last Friday, we were pleased to present a donation of $500,000 benefitting three organizations providing hurricane relief in Savannah and Brunswick – @UWCE, @RedCross and Second Harvest of Coastal Georgia. 

In the coming days, Gulfstream’s West Chatham and Glynn County locations will each serve as drive-through distribution centers for Second Harvest as they work to make food and water available. Keep an eye on https://t.co/PwOEQO5Foh for more details on food pickup logistics.

🔗: https://t.co/3DtPBkljkn",0,0
C01234,classifier_disagreement,37,Comcast,coder3,EPIC sneak peek alert ⬇️,0,0
C01321,high_engagement_posts,2,Walmart,coder3,"BRB, planning trips to the Flower Kingdom this fall 🌼 Pre-order #SuperMarioBrosWonder now &amp; get an exclusive free Trading Card Pack: https://t.co/7mJaCm7zaN https://t.co/Q2Br0PG0qr",1,1
C01164,classifier_disagreement,33,Freddie Mac,coder3,"Automating income, asset and employment assessment with Freddie Mac’s Loan Product Advisor® (LPA) boosts efficiency. When paired with automated collateral evaluation (ACE), the time and cost savings significantly increase for lenders and borrowers. https://t.co/0dJ5k67D0a https://t.co/JGJCMLok6D",0,0
C00876,humor_presence_uncertain,69,Nationwide,coder3,RT @MiLB: We continue to be in awe of the legends who came through the Negro Leagues. https://t.co/3qcMACkFXJ,1,1
C00905,random_fortune_sample,78,Prudential Financial,coder3,"RT @PhilWaldeck: Fewer than half of workers participate in retirement plans offered by their employers. We traveled to Seattle, which has b…",0,0
C01329,humor_presence_uncertain,44,Walt Disney,coder3,"Celebrate the 20th anniversary of Star Wars: Episode III - Revenge of the Sith with the theatrical re-release. Experience it in theaters beginning April 25. 

Art by Matt Ferguson.

Learn more: https://t.co/WlFKKrmUIm https://t.co/VmaGavzGDM",0,0
C00537,firm_balanced_sample,8,McKesson,coder3,"Many patients diagnosed with chronic conditions deal with the emotional exhaustion of not only managing their symptoms, but the complex process of accessing their prescribed therapies. Learn how AMP is better connecting people to life-changing medications: https://t.co/xfb9qhuRIH https://t.co/Cx6Ok8OvMh",0,0
C00268,classifier_disagreement,89,Enterprise Products Partners,coder3,"If you’re ready to start a new career in Midland, TX, the Enterprise Products team awaits you. Click here to learn more about this fantastic opportunity. https://t.co/PgamFNdcdI",0,0
C00684,high_engagement_posts,43,Tesla,coder3,En route with @tesla_semi https://t.co/ZfuOjaeLH1,1,1
C00008,humor_presence_uncertain,14,Cigna Group,coder3,"For the fifth straight year, Cigna has been recognized as a global industry leader in corporate sustainability by Dow Jones. Learn more about how we’re bringing our mission to life with Cigna Connects. https://t.co/ZHUIOcr3Tl

#CignaNews https://t.co/TETTEFb8I6",0,0
C00091,type_uncertain,49,RTX,coder3,"Did you know: It's @MATHCOUNTS Week, a fun and interactive virtual math competition open to all! Check out a complete schedule of events here: https://t.co/Wd2geq5qJD #StillCounting #MATHCOUNTSatHome https://t.co/gwCnZCGKqo",0,0
C00567,type_uncertain,72,Publix Super Markets,coder3,Anytime is the right time for a Publix glazed croissant break. 🥐,1,1
C01254,random_fortune_sample,34,Humana,coder3,Learn more about the announcement and the details of the SBTi initiative: https://t.co/b7gbC0RYmI,0,0
C01458,full_chain_aggressive,10,Cencora,coder3,"Our supplier diversity efforts include supporting our customers' initiatives and investment in minority-owned enterprises.  

In 2022, we partnered with @saintjosephs for a pro-bono course to offer marketing services to diverse local businesses. https://t.co/UBh8QEtri5 https://t.co/jgQJBhlO60",0,0
C00105,random_fortune_sample,72,Publix Super Markets,coder3,#NationalDessertDay is a perfect excuse to visit our Bakery. What’s your favorite sweet treat? 🍪,1,1
C01356,wendys_transfer_aggressive,92,Uber Technologies,coder3,The future is here and it’s Autonomous ⚡️ https://t.co/8jgSHWsU1u,1,1
C01323,wendys_transfer_aggressive,12,JPMorgan Chase,coder3,"Anu Aiyengar, Global co-head of M&amp;A, is leading a team through record levels of M&amp;A activity and uncertainty.",0,0
C01036,full_chain_aggressive,20,Bank of America,coder3,"@BankofAmerica Winter Village @bryantparknyc will be here soon ❄️! Four NYC minority-owned businesses will be selected to showcase their products in a rent free booth. Apply by September 18 for a chance to be selected for the #SmallBusinessSpotlight!

https://t.co/uxcNSRJQXl https://t.co/JGtAy4YdPC",0,0
C00541,type_uncertain,11,Microsoft,coder3,Nearly 800 powertrain design engineers at @TOYOTA_PR are leveraging AI agents built on Azure OpenAI Service and Cosmos DB to supercharge innovation at the world’s largest automaker.  https://t.co/FIwaJtRd0a #MSIgnite,0,0
C00417,humor_presence_uncertain,53,Energy Transfer,coder3,"We’re proud to support Meals on Wheels Houston and its mission to deliver nourishment, care, and connection to our neighbors in need.",0,0
C00703,classifier_disagreement,2,Walmart,coder3,This is your sign that you should shop the Deals while you still can.,1,1
C00432,humor_presence_uncertain,16,Nvidia,coder3,"The ""Healthy Taiwan"" initiative is setting a global standard for healthcare.

🏥 Foxconn and top medical centers are partnering with NVIDIA to tackle clinician shortages using AI workforces and live Nurabot nursing robots.

#NVIDIAGTC

Read the release ⬇️ https://t.co/afdIQLFV5q",1,1
C00578,wendys_transfer_aggressive,60,HCA Healthcare,coder3,"As we recognize #MotherDay &amp; #NursesWeek, we’re celebrating Lori Conaway &amp; her daughters, Autumn &amp; Lauren — a family of HCA Healthcare nurses united by compassion &amp; care. Learn about their story, inspired by a mom’s 35-year career: https://t.co/3VJls0OYOX. https://t.co/SjB1NO37bp",1,1
C00558,low_engagement_posts,90,Ingram Micro Holding,coder3,Thrilled to share that Ingram Micro Gulf has been honored with the Go-to-Market Excellence Award at Partner Summit Crowd Tour Dubai 2025! Thank you to the @CrowdStrike team for this recognition which is a testament to our shared vision for #cybersecurity excellence. #IngramMicro https://t.co/Eirl2ALCmL,1,1
C01462,type_uncertain,56,American Express,coder3,"Pull up a chair and dig in: @amandahesser of @Food52 is serving up a helping of business expertise on the next Office Hours. Join the discussion tomorrow, Wed 9/6 at 1PM ET on https://t.co/SwdLE7bAvM. Hosted by author &amp; entrepreneur @Suneel. #AmexBusiness https://t.co/KVv0DrwK8O",0,0
C01436,humor_presence_uncertain,97,Bristol-Myers Squibb,coder3,"An auto-immune disease with no known cause, #lupus can affect many organ systems in different ways. Explore our fact sheet to learn more about this serious condition, affecting millions of people worldwide. https://t.co/tDIz0CHbr9  #WorldLupusDay",0,0
C00220,full_chain_aggressive,50,FedEx,coder3,It's FedEx Cares weekend in Daytona for the last race of the regular season. We're joined by members of the Accion Opportunity Fund and FedEx E-Commerce Learning Lab as part of FedEx Cares' continued support of women and minority-owned small businesses. Let's go @dennyhamlin! https://t.co/e8Trb721A4,1,1
C00237,classifier_disagreement,92,Uber Technologies,coder3,"Congrats to @RaquelUrtasun, @LiorRon, and the rest of the @Waabi_ai team, on another exciting milestone. Can’t wait to launch the Waabi robotaxi on @Uber!",1,1
C01452,firm_balanced_sample,32,State Farm Insurance,coder3,"It's been an honor to be a part of the journey. Congrats on an amazing career, CP3. https://t.co/NoTXDYGmCr",1,1
C00276,humor_presence_uncertain,100,Massachusetts Mutual Life,coder3,We’re here to help you build the future you want for you and your family. And it all starts with a conversation. Find a financial professional near you. https://t.co/H03rzwV5OL https://t.co/o6WCM5RHI3,0,0
C00213,firm_balanced_sample,69,Nationwide,coder3,It’s the Montgomery Gray Sox at Rickwood Field! https://t.co/OJhtKVqHVN,0,0
C00614,full_chain_aggressive,57,Albertsons,coder3,"And lastly, fingerling –season and roast them for a quick and delicious side dish! Shop fresh with us: https://t.co/kVA8oTjG5u https://t.co/rtBKJitGVa",1,1
C01136,random_fortune_sample,57,Albertsons,coder3,"This May, #NourishingNeighbors raised $18 million to feed children and families this summer — $9 million through check stand donations from our generous customers and $9 million matched by Albertsons Companies! Read more about the program: https://t.co/aeFJEck9tL",0,0
C00017,classifier_disagreement,39,Morgan Stanley,coder3,"Our CIO and Chief U.S.  Equity Strategist Mike Wilson unpacks why stocks are likely to stay resilient despite uncertainties related to Fed rates, government shutdown and tariffs. Tune into the latest Thoughts on the Market. https://t.co/UBdnPu0EHS https://t.co/TXUGJT1Enq",0,0
C01357,type_uncertain,93,USAA,coder3,"A visitor at the USAA Poppy Wall of Honor in Washington, D.C., over Memorial Day weekend captures the moment while reflecting on the men and women who lost their lives in military service. #PoppyInMemory https://t.co/84UOKY0XUN",0,0
C00620,type_uncertain,95,Liberty Mutual Insurance Group,coder3,Keep winter outside where it belongs by using caulk around windows and installing weather stripping around doors. https://t.co/cAbas4B2SH,0,0
C01113,full_chain_aggressive,2,Walmart,coder3,"Got holiday guests? ❄️☃️🎁  Don't stress the mess with online-only deals this week on home appliances &amp; much more!​ 
 
So, will you clean the air with the Miko Home Air Purifier or the carpet with the iHome Nova S1 Pro Vacuum?",1,1
C01294,high_engagement_posts,44,Walt Disney,coder3,"RT @DisneyPlus: On December 12, the streaming event of an era comes to Disney+. Get ready for Taylor Swift | The Eras Tour | The Final Show…",0,0
C01345,type_uncertain,85,Charter Communications,coder3,He really did it. https://t.co/2XrQUKFArQ,1,1
C00584,type_uncertain,55,Sysco,coder3,"Keystone’s high-performance cleaning and sanitizing products have everything you need to keep your restaurant clean from the flattop to the fryer, from the bathroom to the back of the house, and beyond. Click here to see product options. https://t.co/QKl6TM0X00 https://t.co/ex5V2LdbJV",0,0
C00757,type_uncertain,69,Nationwide,coder3,We're thrilled to be the presenting sponsor of the Walter Payton @NFL Man of the Year award for 10 years. We congratulate this year's nominees and thank them for making a difference in our communities. #WPMOY https://t.co/1YaseKLswe,1,1
C00501,random_fortune_sample,45,Johnson & Johnson,coder3,"#JNJ is proud to be recognized in @FastCompany's 2021 #FCWorldChangingIdeas for our work to ensure the global health workforce emerges from #COVID19 better equipped &amp; more supported. Together with our partners, see how we're helping #BacktheFrontline: https://t.co/LUDjmUn8Vx https://t.co/1IIjjE2jgs",1,1
C01188,wendys_transfer_aggressive,35,AT&T,coder3,RT @SamsungMobile: It's go-time! 🤩 Bookmark this megathread for all things #GalaxyUnpacked. Comment #GalaxyAI if you’re feeling the excitem…,1,1
C00715,random_fortune_sample,21,Chevron,coder3,The Energy Edit: Chevron's 2025 Annual Report is here. Take a look. https://t.co/D5nOhwQjgD https://t.co/8M2tlrsnYM,0,0
C00272,wendys_transfer_aggressive,97,Bristol-Myers Squibb,coder3,"Like many with #AFib, the most common type of irregular heartbeat, @kaj33 ignored shortness of breath, chest pain, heart racing &amp; other common symptoms. However, he discovered that AFib shouldn’t be ignored. Learn more about Kareem’s AFib story: https://t.co/ITBbiBaZvf",0,0
C01171,wendys_transfer_aggressive,100,Massachusetts Mutual Life,coder3,"Planning to retire in 2021? Be sure to test your budget, review your health insurance, and time your Social Security benefits carefully.",0,0
C01037,random_fortune_sample,87,Tyson Foods,coder3,Day 2 of our Animal Welfare Advisory Panel’s sessions included lively discussions on how to best collaborate with our supply chain to ensure the success of our commitment to having the most transparent welfare practices in food. #RaisingExpectations https://t.co/1PT3ng8TT0,0,0
C00437,classifier_disagreement,8,McKesson,coder3,"What’s on the horizon for independent #pharmacy? Crystal Lennartz, our new President of Health Mart &amp; Health Mart Atlas, discusses our solutions, services &amp; advocacy efforts to elevate the role independent pharmacies play in people’s lives. https://t.co/UT10mmNiJf https://t.co/e3uPf9DMff",0,0
C01102,wendys_transfer_aggressive,89,Enterprise Products Partners,coder3,"If you’re ready to start a new career in Lake Charles, LA, the Enterprise Products team awaits you. Click here to learn more about this fantastic opportunity. https://t.co/1GUT7kOBTu #OperationsJobs",0,0
C00151,wendys_transfer_aggressive,35,AT&T,coder3,My mom just asked if she could use her tablet to make a phone call... this is gonna be a loooooooong winter break...,1,1
C00205,random_fortune_sample,59,MetLife,coder3,"From helping you navigate life’s unexpected moments to supporting our employees’ physical, mental and emotional well-being, enacting meaningful change in people’s lives is part of our commitment to sustainability at MetLife. Learn more: https://t.co/WT40jWear7 #Sustainability https://t.co/IdGgWTzk09",0,0
C01154,low_engagement_posts,96,Travelers,coder3,Former U.S. Secretary of Defense Chuck Hagel joins host Joan Woodward March 16 to discuss the geopolitical challenges facing the United States and what they mean for businesses on #WednesdayswithWoodward. Register now: https://t.co/OvpGPnyn50 https://t.co/furxoEMLEy,0,0
C00939,type_uncertain,14,Cigna Group,coder3,"We asked our leaders to lend their wisdom to the next generation of women leaders. See what advice Noelle Eder, Executive Vice President and Global Chief Information Officer at Cigna, shared in the full article. https://t.co/qWoUXhi1JD

#CignaNews #WomensHistoryMonth https://t.co/M5I5GLr9yW",0,0
C00020,random_fortune_sample,8,McKesson,coder3,"In the spring of 2019, St. Joseph's Health decided to maximize its current Patient Assistance Program (PAP) by partnering with McKesson RxO. Download the case study to learn how we helped them save millions in PAP recovery. https://t.co/Plek1W4ypv https://t.co/nL2TVDUTZl",0,0
C00149,wendys_transfer_aggressive,57,Albertsons,coder3,Albertsons chocolate chip cookies top 2 and they not 2,1,1
C01176,full_chain_aggressive,46,PepsiCo,coder3,"From brand-led initiatives designed to uplift Hispanic communities to unlocking economic opportunities for Hispanic-owned small businesses, we’re committed to investing in Hispanic people, businesses, and communities: https://t.co/yNMrEXmNfT https://t.co/WmF19Xec8L",0,0
C00937,wendys_transfer_aggressive,74,TD Synnex,coder3,"After a virtual real estate property sold for $2.43 million in the metaverse, it's finally time that we learn what the #metaverse is and why there's such significant market value: https://t.co/TGkuGMlvFe",0,0
C00615,wendys_transfer_aggressive,81,United Airlines Holdings,coder3,"Please line up according to your boarding group. 😉⬇️ Still holding out hope for a surprise episode...

#TheSummerITurnedPretty #TSITP https://t.co/Frkhy6eDDl",1,1
C00269,humor_presence_uncertain,9,Exxon Mobil,coder3,"#Think2020 is now streaming. Let's get thinking💡 

Join our digital event to gain the critical insights you need to adapt and recover from the impacts of COVID-19: https://t.co/kWYbKzBaTG https://t.co/LGJHgpuQ7N",0,0
C01389,wendys_transfer_aggressive,62,New York Life Insurance,coder3,"Your paycheck is not just a paycheck. It's groceries, a mortgage payment—everything you need to help provide for your family. Learn how New York Life's disability insurance can help protect against loss of income due to a disabling event. #DIAM22",0,0
C01214,random_fortune_sample,81,United Airlines Holdings,coder3,"Now that we’re flying to Marrakesh, you have to go there. 
Sorry, we don’t make the rules.

The only nonstop flight from the U.S. to Marrakesh, Morocco is now flying 3x weekly from New York/Newark. https://t.co/JuP1DNq1Sk",1,1
C00489,random_fortune_sample,75,ConocoPhillips,coder3,"Deep inside this de-oiled tank, our team worked diligently to ensure every detail met safety and asset integrity standards during last year's historic turnaround at #Surmont CPF2. Discover the meticulous planning behind this safe and efficient project: https://t.co/y60RVtchyU https://t.co/vuJEtojUgb",0,0
C00644,classifier_disagreement,93,USAA,coder3,Hot off the press! Navy’s uniforms just dropped for the @ArmyNavyGame presented by USAA. This year’s uniform pays respect to the 54 United States Naval Academy graduates who have gone on to become astronauts. Learn more about the uniforms here: https://t.co/CPaCsVmbpX #Sea2Stars https://t.co/hpjX3s2nb2,0,0
C00419,wendys_transfer_aggressive,35,AT&T,coder3,Who dropped the big news about their love story in your group chat?! 💍👰‍♀️📲,1,1
C00535,classifier_disagreement,69,Nationwide,coder3,"RT @NFL: Vote for the #WPMOY nominee you want to win $25,000 for the charity of their choice.

Tweet #WPMOYChallenge and the nominee's last…",0,0
C00648,classifier_disagreement,6,CVS Health,coder3,"It seems increasingly evident that there won’t be a single ‘cure’ for #cancer. Rather, each patient will be treated according to his or her specific needs. Read about what’s new in #oncology trends and research. https://t.co/xzOhlM96iQ https://t.co/UOWkUJxcWL",0,0
C01071,low_engagement_posts,89,Enterprise Products Partners,coder3,"If you’re ready to start a new career in Houma, LA, the Enterprise Products team awaits you. Click here to learn more about this fantastic opportunity. https://t.co/PLf4jmMzY9 #Tankerman",0,0
C01158,high_engagement_posts,43,Tesla,coder3,Summon your Tesla &amp; it will come pick you up,1,1
C00859,high_engagement_posts,42,Target,coder3,Target is a TV show &amp; you’re the star,1,1
C00168,low_engagement_posts,89,Enterprise Products Partners,coder3,Discover exciting and rewarding ways to apply your talents at Enterprise Products. Click here to find out more! https://t.co/rs2JNUProc,0,0
C00082,firm_balanced_sample,98,Coca-Cola,coder3,"What's a dream that lives rent-free in your mind? Share your dreams, and maybe we'll share something new…🤫✨ #CocaColaDreamworld #RealMagic #TasteTheWonder #CocaColaCreations",1,1
C00505,random_fortune_sample,25,Home Depot,coder3,@dbbsanders We love how much you love us! Thank you for your continued loyalty! HAPPY BIRTHDAY TO YOU!!  -TeamCare,1,1
C01167,random_fortune_sample,67,Eli Lilly,coder3,We’re recognizing the diabetes community through an expanded partnership with @lifeforachild and @BeyondType1 on an initiative to expand access to care for youth with diabetes around the world. Learn more: https://t.co/UMjUuTMRnq #WeAreLilly https://t.co/4hirHBeLii,0,0
C00246,high_engagement_posts,42,Target,coder3,Does anyone have Santa's meeting ID?,1,1
C00827,random_fortune_sample,97,Bristol-Myers Squibb,coder3,"#MEDIA: Announcing 8-year data at @ASCO #GU24 from our Phase 3 trial for an #immunotherapy combination in previously untreated advanced or metastatic #renalcellcarcinoma, the longest reported follow up in this patient population. https://t.co/liQY3Ksq53 https://t.co/imCq3abaoa",0,0
C00482,low_engagement_posts,90,Ingram Micro Holding,coder3,"Proud moment! Ingram Micro earns the AI Apps on Microsoft Azure Specialization, further advancing our AI leadership and empowering our partners to move from AI exploration to real-world impact. 

Read the full release: https://t.co/FUlpYlpLJz

#IngramMicro https://t.co/f00QjCXlhf",0,0
C00140,classifier_disagreement,14,Cigna Group,coder3,Cigna is proud to work collaboratively with Leapfrog to support their mission of promoting patient safety.,1,1
C00141,wendys_transfer_aggressive,97,Bristol-Myers Squibb,coder3,"Emmanuel Chantelot, VP, Head of International Policy and Govt. Affairs, writes in @EFPIA’s blog that the way forward in the fight against cancer lies with innovation and how partnership is critical to nurture an EU pharmaceutical research ecosystem. https://t.co/NiRxYjwlfe https://t.co/TNpBQYyqoW",0,0
C00381,classifier_disagreement,83,Cisco Systems,coder3,"RT @Webex: The reviews are in, and @Cisco Systems is a 2025 Customers’ Choice for Contact Center as a Service on @Gartner_inc Peer Insights…",1,1
C00165,classifier_disagreement,53,Energy Transfer,coder3,"#Oilandgas output supports communities across the nation.

In OK, increased production boosted state revenue $11.45 million, which will support infrastructure and education investments. 👏👏https://t.co/1fzDOtBjo8",0,0
C01041,classifier_disagreement,97,Bristol-Myers Squibb,coder3,The Robert A. Winn Diversity in Clinical Trials Award Program established by the BMS Foundation welcomed a donation of $14M from @GileadSciences. Here’s how #pharmaindustry companies &amp; institutions who share Dr. Winn’s vision of #healthequity can support the program.,0,0
C00117,random_fortune_sample,45,Johnson & Johnson,coder3,Get ready to dive into the future of healthcare. Stop by the #JNJ Interactive Lounge at @sxsw between 3/8-3/12 for a journey through cutting-edge innovations shaping the health and medtech world. #SXSW https://t.co/kFNXvHrHnh https://t.co/oyUpgiWP7a,0,0
C00323,wendys_transfer_aggressive,16,Nvidia,coder3,"News at #NVIDIAGTC Taipei:

NVIDIA announces the NVIDIA Isaac GR00T Reference Humanoid Robot, the first open humanoid robot reference design for robotics research.

Read the release ⬇️ https://t.co/G46tIwZvpf",0,0
C01088,full_chain_aggressive,34,Humana,coder3,"Colorful and super easy—try an Italian roasted vegetable medley with peppers, eggplant, asparagus or squash. “There’s no rule about which vegetables you can use,” says Chef Nino. “The healthiest vegetable is going to be the vegetable you will eat.” 💚",1,1
C01030,full_chain_aggressive,53,Energy Transfer,coder3,"🚨Greenpeace has its FAFO moment!

North Dakota Judge James Gion just dropped the hammer: He’s ordering Greenpeace International, Greenpeace USA & Greenpeace Fund to pay Energy Transfer ~$345 MILLION for their role in the 2016-17 Dakota Access Pipeline protests.

Key points: 

• Jury in March 2025 found them liable on defamation, conspiracy, trespass, nuisance & tortious interference — awarded over $667M
• Judge Gion cut it nearly in half, but $345M is still a body blow
• Remember the chaos? 761 arrests, millions of pounds of trash, 178 agencies needed for cleanup along the Missouri River
• Greenpeace’s response: “We can’t afford it” + “we’ll appeal to the ND Supreme Court”

Play stupid games, win stupid prizes. You don’t get to incite years of disruption against critical American energy infrastructure and walk away scot-free. Actions have consequences — even for professional protesters. Justice at last.
Link: https://t.co/t8sCR2r3BW #DAPL #Greenpeace #FAFO #EnergyReality",0,0
C01197,low_engagement_posts,89,Enterprise Products Partners,coder3,"Join the Enterprise Products team, one of Houston’s Top Work Places! Check out our open opportunities here. https://t.co/EYpNiCEg0P #TechnicianJobs",0,0
C00103,high_engagement_posts,42,Target,coder3,im at target rn and ppl literally don’t know they’re in the presence of target twitter,1,1
C00118,firm_balanced_sample,65,Caterpillar,coder3,"The perfect gift for on the job! Give the gift of Cat durability this holiday season: 

https://t.co/b9vEQEifWD https://t.co/G11yCNc3Aw",0,0
C00643,full_chain_aggressive,55,Sysco,coder3,"This Mexican Street Roasted Corn Dip is our deconstructed version of the popular Mexican Street Roasted Corn, made with roasted corn, jalapeños, cream cheese, and spices to create a unique and flavorful addition to your menu. ⁣
See product details here. https://t.co/jZbM1Bside https://t.co/GlD2YNMUI6",0,0
C01249,high_engagement_posts,37,Comcast,coder3,Two weeks until we’re all changed for good 💫 https://t.co/C3Qpo3Iht9,0,0
C01111,random_fortune_sample,94,TIAA,coder3,"RT @WomensSportsFdn: #TakeActionTuesday: WSF is hosting our next FREE Virtual Town Hall, presented by @TIAA, Wednesday, Sept. 28 at 3pm ET.…",0,0
C01187,low_engagement_posts,79,TJX,coder3,@foxowl7 Our customer service team would like to look into this for you. Please give them a call at 1-800-926-6299 M-F between 9AM-6PM EST.,0,0
C00120,firm_balanced_sample,9,Exxon Mobil,coder3,"Here’s how: 

💰~$17B for lower-emission initiatives; ~15%⬆️

💨 40% methane emission intensity reductions from operated assets by EOY ’21 vs. ’16 

🌠 9% Scope 1 and 2 emission intensity reduction from operated assets by EOY ’21 vs. ’16

Read more: https://t.co/ffHJQaJ4xy",0,0
C00608,high_engagement_posts,69,Nationwide,coder3,Ali Krieger went out on top 🏆 https://t.co/4SeEaTev91,1,1
C00389,classifier_disagreement,35,AT&T,coder3,"🗡️ 2:30 pm PT / 4:30pm CT Head over to our stage for 1v1 with @loltyler1 in esports or maybe rock, paper, scissors - who knows? 🎮✨ Steaming live at https://t.co/e25lZnoYiX.
🤝 4:30 pm - Meet &amp; Greet #TwitchCon2024",0,0
C00318,full_chain_aggressive,59,MetLife,coder3,"Just 4 more days left to apply for #InclusiveFintech50, a competition for startups driving financial inclusion and resilience for populations hit hard by the pandemic. Here’s how to supercharge your company’s impact with support from MetLife Foundation: https://t.co/oM1su6NEwc https://t.co/kYjokKhJYe",0,0
C00997,full_chain_aggressive,75,ConocoPhillips,coder3,"The Beta Crude Connector (BCC) offers crude oil gathering and transportation in the Midland Basin. A wholly owned subsidiary of #ConocoPhillips, the BCC provides equal service opportunities to all shippers, facilitating a fair and competitive environment: https://t.co/apVswRFseh https://t.co/9WonPuSZKB",0,0
C01139,random_fortune_sample,89,Enterprise Products Partners,coder3,Enterprise Products is an organization rich in energy-related opportunities. Could this one be right for you? Click here to find out. https://t.co/NO3SliWibt #OperationsJobs,0,0
C01415,random_fortune_sample,21,Chevron,coder3,“There can be no nobler nor more ambitious task…than to help shape a just and peaceful world that is truly humane.” President Carter https://t.co/NR3svEmOaA,0,0
C00585,low_engagement_posts,89,Enterprise Products Partners,coder3,"If you are a highly motivated achiever with a passion for success, we invite you to learn more about Enterprise Products. Apply today! https://t.co/uvgiFkCHNk #MarineServices",0,0
C00932,high_engagement_posts,37,Comcast,coder3,"Merci, Paris. 🇫🇷 #ParisParalympics https://t.co/C5tvrbecWe",0,0
